Transaction ID,Invoice Date,Delivery Date,Sales Amount,Invoice Number,Customer ID
1767,2023-02-13,2023-02-19,790.57,2767,1
1768,2023-02-14,2023-02-22,1061.82,2768,3
1769,2023-02-14,2023-02-26,1181.79,2769,24
1770,2023-02-14,2023-02-19,1507.94,2770,8
1771,2023-02-14,2023-02-26,1364.31,2771,48
1772,2023-02-14,2023-02-21,1569.22,2772,39
1773,2023-02-14,2023-02-24,1030.68,2773,18
1774,2023-02-14,2023-02-20,685.75,2774,41
1775,2023-02-14,2023-02-18,1974.98,2775,3
1776,2023-02-14,2023-02-21,1076.66,2776,18
1777,2023-02-14,2023-02-24,879.08,2777,16
1778,2023-02-14,2023-02-23,463.89,2778,32
1779,2023-02-14,2023-02-24,1079.73,2779,1
1780,2023-02-14,2023-02-24,1502.25,2780,26
1781,2023-02-14,2023-02-27,749.77,2781,48
1782,2023-02-14,2023-02-21,933.31,2782,12
1783,2023-02-14,2023-02-26,1124.58,2783,38
1784,2023-02-14,2023-02-19,1236.09,2784,21
1785,2023-02-14,2023-02-21,870.08,2785,41
1786,2023-02-14,2023-02-17,803.2,2786,13
1787,2023-02-14,2023-02-16,744.62,2787,12
1788,2023-02-14,2023-02-25,446.7,2788,13
1789,2023-02-14,2023-02-19,614.91,2789,18
1790,2023-02-14,2023-02-18,601.47,2790,19
1791,2023-02-14,2023-02-19,228.91,2791,19
1792,2023-02-14,2023-02-22,1496.47,2792,6
1793,2023-02-14,2023-02-26,1179.78,2793,48
1794,2023-02-14,2023-02-18,1071.11,2794,7
1795,2023-02-14,2023-02-23,1652.27,2795,7
1796,2023-02-14,2023-02-21,1358.92,2796,28
1797,2023-02-14,2023-02-24,605.19,2797,28
1798,2023-02-14,2023-02-27,1586.7,2798,19
1799,2023-02-14,2023-02-26,1486.13,2799,16
1800,2023-02-15,2023-02-22,441.04,2800,17
1801,2023-02-15,2023-02-28,1451.39,2801,22
1802,2023-02-15,2023-02-28,766.38,2802,19
1803,2023-02-15,2023-02-23,1498.57,2803,48
1804,2023-02-15,2023-02-27,831.03,2804,29
1805,2023-02-15,2023-02-21,733.33,2805,48
1806,2023-02-15,2023-02-23,784.86,2806,19
1807,2023-02-15,2023-02-18,513.92,2807,47
1808,2023-02-15,2023-02-25,259.82,2808,35
1809,2023-02-15,2023-02-25,10.0,2809,47
1810,2023-02-15,2023-02-16,472.66,2810,25
1811,2023-02-15,2023-02-21,2315.31,2811,48
1812,2023-02-15,2023-02-16,1239.13,2812,20
1813,2023-02-15,2023-02-24,1932.11,2813,37
1814,2023-02-15,2023-02-17,840.9,2814,19
1815,2023-02-15,2023-02-26,765.84,2815,42
1816,2023-02-16,2023-02-18,1858.27,2816,13
1817,2023-02-16,2023-02-23,1187.88,2817,47
1818,2023-02-16,2023-02-18,522.36,2818,12
1819,2023-02-16,2023-02-26,1316.46,2819,49
1820,2023-02-16,2023-02-24,1625.44,2820,15
1821,2023-02-16,2023-02-22,286.06,2821,4
1822,2023-02-16,2023-02-23,1232.33,2822,15
1823,2023-02-16,2023-02-23,319.14,2823,17
1824,2023-02-16,2023-02-22,1598.38,2824,27
1825,2023-02-16,2023-02-26,1115.35,2825,11
1826,2023-02-16,2023-02-27,1314.83,2826,23
1827,2023-02-16,2023-02-25,891.28,2827,15
1828,2023-02-16,2023-03-01,109.2,2828,31
1829,2023-02-16,2023-02-25,779.28,2829,26
1830,2023-02-16,2023-02-23,1464.92,2830,7
1831,2023-02-16,2023-02-25,1996.81,2831,13
1832,2023-02-16,2023-03-01,1141.15,2832,13
1833,2023-02-16,2023-02-26,656.82,2833,20
1834,2023-02-16,2023-02-19,1267.85,2834,34
1835,2023-02-16,2023-02-19,1419.95,2835,10
1836,2023-02-17,2023-02-18,1066.38,2836,50
1837,2023-02-17,2023-02-22,1035.61,2837,37
1838,2023-02-17,2023-02-21,1106.8,2838,27
1839,2023-02-17,2023-02-19,1021.78,2839,34
1840,2023-02-17,2023-02-26,1148.89,2840,36
1841,2023-02-17,2023-02-20,1913.78,2841,16
1842,2023-02-17,2023-02-25,10.0,2842,21
1843,2023-02-17,2023-02-23,880.77,2843,16
1844,2023-02-17,2023-03-02,533.82,2844,17
1845,2023-02-17,2023-02-22,1590.4,2845,15
1846,2023-02-17,2023-02-18,929.56,2846,13
1847,2023-02-17,2023-02-21,1279.85,2847,33
1848,2023-02-17,2023-02-20,1713.65,2848,5
1849,2023-02-17,2023-02-18,459.5,2849,27
1850,2023-02-17,2023-03-01,736.24,2850,1
1851,2023-02-17,2023-02-22,1662.04,2851,44
1852,2023-02-17,2023-02-23,439.47,2852,30
1853,2023-02-17,2023-02-19,753.11,2853,23
1854,2023-02-17,2023-02-20,199.82,2854,15
1855,2023-02-17,2023-02-28,1681.68,2855,36
1856,2023-02-17,2023-02-23,709.38,2856,19
1857,2023-02-17,2023-02-21,1175.58,2857,30
1858,2023-02-17,2023-02-26,1337.99,2858,16
1859,2023-02-17,2023-02-22,598.38,2859,18
1860,2023-02-18,2023-02-22,48.0,2860,26
1861,2023-02-18,2023-02-20,890.27,2861,17
1862,2023-02-18,2023-02-24,882.09,2862,11
1863,2023-02-18,2023-02-28,969.75,2863,45
1864,2023-02-18,2023-02-20,972.51,2864,29
1865,2023-02-18,2023-03-02,750.61,2865,9
1866,2023-02-18,2023-03-03,731.23,2866,49
1867,2023-02-18,2023-02-25,1148.85,2867,17
1868,2023-02-18,2023-02-21,588.07,2868,27
1869,2023-02-18,2023-02-27,952.34,2869,37
1870,2023-02-18,2023-03-01,718.52,2870,22
1871,2023-02-18,2023-02-23,1147.8,2871,8
1872,2023-02-19,2023-02-27,1554.29,2872,3
1873,2023-02-19,2023-03-02,1574.69,2873,38
1874,2023-02-19,2023-02-25,1644.65,2874,35
1875,2023-02-19,2023-03-03,832.95,2875,32
1876,2023-02-19,2023-03-01,874.98,2876,8
1877,2023-02-19,2023-02-27,365.52,2877,44
1878,2023-02-19,2023-03-04,828.73,2878,27
1879,2023-02-19,2023-03-04,846.58,2879,32
1880,2023-02-19,2023-03-02,691.43,2880,36
1881,2023-02-19,2023-03-03,689.1,2881,34
1882,2023-02-19,2023-02-22,151.15,2882,25
1883,2023-02-19,2023-02-22,329.04,2883,31
1884,2023-02-19,2023-02-24,1022.27,2884,42
1885,2023-02-19,2023-03-02,1041.04,2885,47
1886,2023-02-19,2023-03-01,1241.53,2886,13
1887,2023-02-19,2023-02-22,870.55,2887,15
1888,2023-02-19,2023-02-27,1005.83,2888,50
1889,2023-02-20,2023-03-02,1625.25,2889,13
1890,2023-02-20,2023-03-05,973.55,2890,33
1891,2023-02-20,2023-03-04,683.97,2891,31
1892,2023-02-20,2023-02-28,404.53,2892,25
1893,2023-02-20,2023-02-22,1398.74,2893,48
1894,2023-02-20,2023-03-04,148.33,2894,40
1895,2023-02-20,2023-02-24,580.79,2895,23
1896,2023-02-20,2023-03-02,1209.29,2896,38
1897,2023-02-20,2023-03-05,46.72,2897,3
1898,2023-02-20,2023-02-21,692.82,2898,16
1899,2023-02-20,2023-02-24,1064.58,2899,2
1900,2023-02-20,2023-03-04,808.33,2900,23
1901,2023-02-20,2023-03-05,508.66,2901,34
1902,2023-02-20,2023-03-05,703.28,2902,30
1903,2023-02-20,2023-03-03,1408.49,2903,47
1904,2023-02-20,2023-03-05,1915.69,2904,10
1905,2023-02-20,2023-02-24,1069.74,2905,1
1906,2023-02-20,2023-03-02,10.0,2906,22
1907,2023-02-20,2023-03-01,1284.05,2907,47
1908,2023-02-20,2023-02-23,801.81,2908,33
1909,2023-02-20,2023-02-22,452.29,2909,25
1910,2023-02-20,2023-03-01,599.86,2910,22
1911,2023-02-20,2023-03-01,621.11,2911,16
1912,2023-02-20,2023-02-21,294.58,2912,30
1913,2023-02-20,2023-02-26,968.47,2913,18
1914,2023-02-20,2023-03-02,1914.07,2914,24
1915,2023-02-20,2023-02-28,450.4,2915,5
1916,2023-02-20,2023-02-23,1898.67,2916,37
1917,2023-02-21,2023-03-04,1104.06,2917,23
1918,2023-02-21,2023-03-02,953.55,2918,42
1919,2023-02-21,2023-02-23,839.02,2919,27
1920,2023-02-21,2023-02-27,596.93,2920,12
1921,2023-02-21,2023-02-22,1145.93,2921,10
1922,2023-02-21,2023-03-06,1260.99,2922,34
1923,2023-02-21,2023-02-28,10.0,2923,33
1924,2023-02-21,2023-02-24,2271.52,2924,16
1925,2023-02-21,2023-02-28,94.51,2925,29
1926,2023-02-21,2023-02-25,738.84,2926,18
1927,2023-02-21,2023-03-02,10.0,2927,27
1928,2023-02-21,2023-02-26,866.05,2928,7
1929,2023-02-21,2023-02-24,769.27,2929,36
1930,2023-02-21,2023-03-01,744.15,2930,27
1931,2023-02-21,2023-02-27,1152.17,2931,10
1932,2023-02-21,2023-02-23,878.09,2932,10
1933,2023-02-21,2023-02-24,1269.21,2933,11
1934,2023-02-21,2023-03-01,381.33,2934,30
1935,2023-02-22,2023-03-04,1038.69,2935,3
1936,2023-02-22,2023-03-01,684.16,2936,29
1937,2023-02-22,2023-03-04,814.83,2937,14
1938,2023-02-22,2023-02-28,1135.17,2938,13
1939,2023-02-22,2023-02-23,747.85,2939,19
1940,2023-02-22,2023-03-03,947.42,2940,25
1941,2023-02-22,2023-02-25,422.88,2941,10
1942,2023-02-22,2023-02-27,1547.76,2942,15
1943,2023-02-22,2023-03-01,1364.22,2943,28
1944,2023-02-22,2023-03-01,1049.99,2944,40
1945,2023-02-22,2023-02-25,878.67,2945,49
1946,2023-02-22,2023-02-26,947.81,2946,38
1947,2023-02-22,2023-03-04,1537.01,2947,7
1948,2023-02-22,2023-03-01,1328.8,2948,14
1949,2023-02-22,2023-03-02,1545.42,2949,30
1950,2023-02-22,2023-02-24,829.05,2950,40
1951,2023-02-22,2023-03-03,1241.7,2951,12
1952,2023-02-22,2023-03-01,1594.34,2952,28
1953,2023-02-22,2023-03-07,536.93,2953,50
1954,2023-02-22,2023-03-02,505.48,2954,14
1955,2023-02-22,2023-02-28,1137.6,2955,1
1956,2023-02-22,2023-02-28,382.53,2956,4
1957,2023-02-22,2023-03-03,92.09,2957,49
1958,2023-02-22,2023-02-26,1587.32,2958,18
1959,2023-02-22,2023-03-05,1674.45,2959,36
1960,2023-02-22,2023-03-05,409.99,2960,32
1961,2023-02-22,2023-02-27,284.01,2961,28
1962,2023-02-22,2023-03-03,673.41,2962,28
1963,2023-02-22,2023-02-23,1626.4,2963,38
1964,2023-02-22,2023-02-26,794.63,2964,32
1965,2023-02-22,2023-03-01,1047.35,2965,8
1966,2023-02-23,2023-03-06,1162.46,2966,25
1967,2023-02-23,2023-03-04,1086.92,2967,47
1968,2023-02-23,2023-03-08,1747.04,2968,20
1969,2023-02-23,2023-03-06,640.05,2969,33
1970,2023-02-23,2023-03-07,948.9,2970,30
1971,2023-02-23,2023-03-08,1116.21,2971,37
1972,2023-02-23,2023-03-05,975.5,2972,16
1973,2023-02-23,2023-03-01,390.45,2973,25
1974,2023-02-23,2023-03-07,263.73,2974,38
1975,2023-02-23,2023-03-03,253.26,2975,42
1976,2023-02-23,2023-03-08,1363.13,2976,10
1977,2023-02-23,2023-03-04,589.8,2977,5
1978,2023-02-23,2023-03-05,1234.64,2978,8
1979,2023-02-23,2023-02-27,1043.37,2979,33
1980,2023-02-23,2023-02-24,512.57,2980,37
1981,2023-02-23,2023-03-03,525.05,2981,1
1982,2023-02-23,2023-02-25,1067.01,2982,31
1983,2023-02-23,2023-03-06,1038.84,2983,7
1984,2023-02-23,2023-02-24,1246.02,2984,47
1985,2023-02-23,2023-03-08,771.25,2985,23
1986,2023-02-24,2023-03-03,576.65,2986,24
1987,2023-02-24,2023-03-08,1054.94,2987,14
1988,2023-02-24,2023-03-06,1709.96,2988,23
1989,2023-02-24,2023-03-05,61.66,2989,9
1990,2023-02-24,2023-03-07,600.47,2990,8
1991,2023-02-24,2023-03-08,1295.22,2991,8
1992,2023-02-24,2023-03-08,1108.24,2992,3
1993,2023-02-24,2023-03-05,1302.51,2993,32
1994,2023-02-24,2023-02-27,785.17,2994,4
1995,2023-02-24,2023-03-02,194.04,2995,49
1996,2023-02-24,2023-03-03,1835.75,2996,38
1997,2023-02-24,2023-03-06,1541.92,2997,2
1998,2023-02-24,2023-03-05,987.91,2998,9
1999,2023-02-24,2023-02-26,579.17,2999,46
2000,2023-02-24,2023-03-04,754.72,3000,1
2001,2023-02-24,2023-03-03,1114.54,3001,49
2002,2023-02-24,2023-02-28,874.18,3002,11
2003,2023-02-24,2023-02-26,992.75,3003,29
2004,2023-02-24,2023-03-04,1805.07,3004,26
2005,2023-02-24,2023-03-07,1461.84,3005,27
2006,2023-02-24,2023-03-01,414.61,3006,38
2007,2023-02-24,2023-03-02,1038.46,3007,29
2008,2023-02-25,2023-03-08,739.82,3008,33
2009,2023-02-25,2023-03-04,1148.97,3009,28
2010,2023-02-25,2023-03-07,968.33,3010,31
2011,2023-02-25,2023-02-26,2483.85,3011,19
2012,2023-02-25,2023-03-05,1214.63,3012,48
2013,2023-02-25,2023-03-01,932.91,3013,26
2014,2023-02-25,2023-03-10,1921.5,3014,50
2015,2023-02-25,2023-03-06,1102.77,3015,29
2016,2023-02-25,2023-02-26,240.64,3016,11
2017,2023-02-25,2023-03-08,937.78,3017,41
2018,2023-02-25,2023-02-27,1306.85,3018,32
2019,2023-02-25,2023-03-03,1242.26,3019,21
2020,2023-02-25,2023-03-08,1502.59,3020,38
2021,2023-02-25,2023-03-07,1076.86,3021,34
2022,2023-02-25,2023-03-08,1041.56,3022,40
2023,2023-02-25,2023-02-26,298.76,3023,22
2024,2023-02-25,2023-03-01,1764.21,3024,48
2025,2023-02-25,2023-03-05,847.2,3025,27
2026,2023-02-25,2023-03-07,510.23,3026,8
2027,2023-02-25,2023-03-02,2313.95,3027,40
2028,2023-02-25,2023-03-10,1840.04,3028,46
2029,2023-02-25,2023-03-06,776.13,3029,31
2030,2023-02-25,2023-03-08,59.66,3030,1
2031,2023-02-25,2023-03-08,640.76,3031,39
2032,2023-02-25,2023-03-03,1789.57,3032,34
2033,2023-02-26,2023-02-27,1088.36,3033,47
2034,2023-02-26,2023-03-04,325.28,3034,24
2035,2023-02-26,2023-03-04,1391.99,3035,28
2036,2023-02-26,2023-03-11,895.07,3036,50
2037,2023-02-26,2023-03-04,675.65,3037,4
2038,2023-02-26,2023-03-06,713.58,3038,18
2039,2023-02-26,2023-03-04,1653.2,3039,29
2040,2023-02-26,2023-03-03,1273.32,3040,23
2041,2023-02-26,2023-03-09,256.97,3041,37
2042,2023-02-26,2023-02-28,1183.59,3042,27
2043,2023-02-26,2023-03-02,1053.81,3043,16
2044,2023-02-26,2023-03-08,789.8,3044,45
2045,2023-02-26,2023-03-03,816.16,3045,27
2046,2023-02-26,2023-03-08,567.47,3046,9
2047,2023-02-26,2023-03-02,668.74,3047,5
2048,2023-02-26,2023-02-28,1144.86,3048,8
2049,2023-02-26,2023-03-05,861.22,3049,18
2050,2023-02-27,2023-03-09,1272.84,3050,35
2051,2023-02-27,2023-03-09,607.51,3051,6
2052,2023-02-27,2023-03-01,1353.75,3052,43
2053,2023-02-27,2023-02-28,1657.22,3053,23
2054,2023-02-27,2023-03-04,996.61,3054,46
2055,2023-02-27,2023-03-11,1260.31,3055,26
2056,2023-02-27,2023-03-12,1279.82,3056,39
2057,2023-02-27,2023-02-28,748.95,3057,24
2058,2023-02-27,2023-02-28,1281.68,3058,10
2059,2023-02-27,2023-02-28,10.0,3059,15
2060,2023-02-27,2023-03-05,10.0,3060,38
2061,2023-02-27,2023-03-08,835.26,3061,20
2062,2023-02-27,2023-03-09,1316.73,3062,29
2063,2023-02-27,2023-03-12,957.47,3063,6
2064,2023-02-27,2023-03-10,1372.94,3064,48
2065,2023-02-27,2023-03-11,399.13,3065,9
2066,2023-02-27,2023-02-28,1441.42,3066,50
2067,2023-02-27,2023-03-04,1814.41,3067,5
2068,2023-02-27,2023-03-08,651.79,3068,48
2069,2023-02-27,2023-03-08,1385.5,3069,39
2070,2023-02-27,2023-02-28,1011.41,3070,19
2071,2023-02-27,2023-03-07,1220.92,3071,5
2072,2023-02-27,2023-02-28,1813.41,3072,20
2073,2023-02-27,2023-03-07,1163.65,3073,11
2074,2023-02-28,2023-03-01,1382.22,3074,50
2075,2023-02-28,2023-03-12,368.48,3075,27
2076,2023-02-28,2023-03-05,1366.82,3076,29
2077,2023-02-28,2023-03-08,1805.0,3077,7
2078,2023-02-28,2023-03-06,538.25,3078,50
2079,2023-02-28,2023-03-09,838.49,3079,3
2080,2023-02-28,2023-03-01,1343.06,3080,5
2081,2023-02-28,2023-03-09,1223.89,3081,13
2082,2023-02-28,2023-03-01,320.14,3082,16
2083,2023-02-28,2023-03-10,1082.46,3083,12
2084,2023-02-28,2023-03-10,833.66,3084,39
2085,2023-02-28,2023-03-03,515.67,3085,27
2086,2023-02-28,2023-03-01,1678.36,3086,45
2087,2023-02-28,2023-03-03,1002.73,3087,33
2088,2023-02-28,2023-03-12,1491.52,3088,15
2089,2023-02-28,2023-03-11,413.29,3089,21
2090,2023-02-28,2023-03-13,1294.47,3090,44
2091,2023-02-28,2023-03-02,1530.84,3091,17
2092,2023-02-28,2023-03-02,878.93,3092,37
2093,2023-02-28,2023-03-09,751.41,3093,49
2094,2023-02-28,2023-03-08,347.86,3094,15
2095,2023-02-28,2023-03-01,565.97,3095,20
2096,2023-02-28,2023-03-12,773.68,3096,19
2097,2023-02-28,2023-03-04,512.04,3097,1
2098,2023-02-28,2023-03-13,616.03,3098,4
2099,2023-02-28,2023-03-01,1079.05,3099,3
2100,2023-02-28,2023-03-01,1138.89,3100,8
2101,2023-02-28,2023-03-12,1545.42,3101,41
2102,2023-02-28,2023-03-12,619.11,3102,44
2103,2023-02-28,2023-03-04,1011.59,3103,5
2104,2023-02-28,2023-03-02,791.15,3104,9
2105,2023-02-28,2023-03-03,755.82,3105,1
2106,2023-02-28,2023-03-11,841.93,3106,43
2107,2023-03-01,2023-03-10,901.91,3107,30
2108,2023-03-01,2023-03-03,1125.2,3108,7
2109,2023-03-01,2023-03-05,834.82,3109,22
2110,2023-03-01,2023-03-02,1613.67,3110,20
2111,2023-03-01,2023-03-03,147.8,3111,29
2112,2023-03-01,2023-03-06,1526.98,3112,27
2113,2023-03-01,2023-03-11,815.75,3113,25
2114,2023-03-01,2023-03-02,905.58,3114,46
2115,2023-03-01,2023-03-12,995.19,3115,35
2116,2023-03-01,2023-03-08,1352.82,3116,27
2117,2023-03-01,2023-03-05,559.85,3117,11
2118,2023-03-01,2023-03-07,671.57,3118,17
2119,2023-03-01,2023-03-09,1250.28,3119,31
2120,2023-03-02,2023-03-15,150.91,3120,18
2121,2023-03-02,2023-03-08,982.92,3121,19
2122,2023-03-02,2023-03-04,601.14,3122,50
2123,2023-03-02,2023-03-03,495.89,3123,38
2124,2023-03-02,2023-03-10,180.77,3124,29
2125,2023-03-02,2023-03-10,1386.15,3125,15
2126,2023-03-02,2023-03-11,1079.41,3126,7
2127,2023-03-02,2023-03-08,663.86,3127,37
2128,2023-03-02,2023-03-14,917.72,3128,37
2129,2023-03-02,2023-03-03,453.56,3129,7
2130,2023-03-02,2023-03-11,731.91,3130,22
2131,2023-03-02,2023-03-14,900.83,3131,12
2132,2023-03-02,2023-03-15,1031.98,3132,8
2133,2023-03-02,2023-03-05,1196.03,3133,18
2134,2023-03-02,2023-03-13,97.07,3134,28
2135,2023-03-02,2023-03-08,1197.59,3135,18
2136,2023-03-02,2023-03-12,137.25,3136,31
2137,2023-03-02,2023-03-15,1215.77,3137,17
2138,2023-03-02,2023-03-12,893.34,3138,23
2139,2023-03-02,2023-03-13,1545.73,3139,11
2140,2023-03-02,2023-03-14,662.76,3140,15
2141,2023-03-02,2023-03-11,1390.42,3141,30
2142,2023-03-02,2023-03-13,416.3,3142,31
2143,2023-03-02,2023-03-15,1052.94,3143,6
2144,2023-03-02,2023-03-05,10.0,3144,12
2145,2023-03-03,2023-03-08,1441.53,3145,23
2146,2023-03-03,2023-03-16,1863.44,3146,39
2147,2023-03-03,2023-03-08,650.89,3147,40
2148,2023-03-03,2023-03-13,1061.32,3148,36
2149,2023-03-03,2023-03-10,1221.92,3149,35
2150,2023-03-03,2023-03-07,224.87,3150,3
2151,2023-03-03,2023-03-14,625.45,3151,42
2152,2023-03-03,2023-03-07,594.5,3152,28
2153,2023-03-03,2023-03-10,2203.53,3153,15
2154,2023-03-03,2023-03-12,1522.9,3154,13
2155,2023-03-03,2023-03-14,891.46,3155,19
2156,2023-03-03,2023-03-07,1389.52,3156,40
2157,2023-03-03,2023-03-07,1105.62,3157,18
2158,2023-03-03,2023-03-09,1296.52,3158,31
2159,2023-03-03,2023-03-09,473.24,3159,37
2160,2023-03-03,2023-03-10,1686.69,3160,21
2161,2023-03-03,2023-03-04,616.13,3161,39
2162,2023-03-03,2023-03-16,642.01,3162,5
2163,2023-03-03,2023-03-14,1295.11,3163,17
2164,2023-03-03,2023-03-06,1172.88,3164,19
2165,2023-03-03,2023-03-12,1011.58,3165,4
2166,2023-03-03,2023-03-09,1419.8,3166,26
2167,2023-03-03,2023-03-09,419.47,3167,24
2168,2023-03-03,2023-03-08,1922.18,3168,39
2169,2023-03-03,2023-03-14,749.67,3169,38
2170,2023-03-03,2023-03-06,955.79,3170,46
2171,2023-03-03,2023-03-14,1929.91,3171,19
2172,2023-03-04,2023-03-09,645.28,3172,30
2173,2023-03-04,2023-03-05,1511.52,3173,26
2174,2023-03-04,2023-03-07,892.84,3174,11
2175,2023-03-04,2023-03-08,579.08,3175,39
2176,2023-03-04,2023-03-09,808.13,3176,3
2177,2023-03-04,2023-03-14,1283.14,3177,22
2178,2023-03-04,2023-03-13,1507.13,3178,17
2179,2023-03-04,2023-03-08,1112.8,3179,11
2180,2023-03-04,2023-03-07,201.03,3180,47
2181,2023-03-04,2023-03-14,1317.77,3181,39
2182,2023-03-04,2023-03-05,928.93,3182,47
2183,2023-03-04,2023-03-17,448.76,3183,27
2184,2023-03-04,2023-03-14,1173.2,3184,49
2185,2023-03-04,2023-03-10,1566.92,3185,43
2186,2023-03-04,2023-03-11,1003.36,3186,29
2187,2023-03-04,2023-03-14,1461.67,3187,12
2188,2023-03-04,2023-03-12,1231.2,3188,13
2189,2023-03-04,2023-03-16,1237.65,3189,11
2190,2023-03-04,2023-03-05,847.26,3190,31
2191,2023-03-04,2023-03-16,1409.35,3191,11
2192,2023-03-04,2023-03-08,1457.09,3192,41
2193,2023-03-05,2023-03-16,1396.33,3193,43
2194,2023-03-05,2023-03-10,843.11,3194,36
2195,2023-03-05,2023-03-07,1492.54,3195,2
2196,2023-03-05,2023-03-06,1193.16,3196,23
2197,2023-03-05,2023-03-13,513.84,3197,36
2198,2023-03-05,2023-03-11,809.25,3198,14
2199,2023-03-05,2023-03-10,734.8,3199,37
2200,2023-03-05,2023-03-18,10.0,3200,49
2201,2023-03-05,2023-03-14,1501.71,3201,27
2202,2023-03-05,2023-03-18,2550.59,3202,12
2203,2023-03-05,2023-03-16,1604.17,3203,29
2204,2023-03-05,2023-03-18,1081.43,3204,6
2205,2023-03-05,2023-03-16,742.09,3205,44
2206,2023-03-05,2023-03-07,537.46,3206,47
2207,2023-03-05,2023-03-15,1075.32,3207,23
2208,2023-03-05,2023-03-17,1484.15,3208,10
2209,2023-03-05,2023-03-13,662.71,3209,34
2210,2023-03-05,2023-03-16,2282.13,3210,44
2211,2023-03-05,2023-03-15,308.0,3211,12
2212,2023-03-05,2023-03-18,1112.25,3212,32
2213,2023-03-05,2023-03-14,1035.15,3213,26
2214,2023-03-05,2023-03-06,1003.31,3214,7
2215,2023-03-06,2023-03-13,715.57,3215,32
2216,2023-03-06,2023-03-14,1041.23,3216,33
2217,2023-03-06,2023-03-09,775.11,3217,18
2218,2023-03-06,2023-03-10,1643.94,3218,35
2219,2023-03-06,2023-03-19,1810.39,3219,20
2220,2023-03-06,2023-03-09,805.73,3220,31
2221,2023-03-06,2023-03-13,177.51,3221,5
2222,2023-03-06,2023-03-15,1158.82,3222,32
2223,2023-03-06,2023-03-09,1140.8,3223,47
2224,2023-03-06,2023-03-19,1052.61,3224,42
2225,2023-03-06,2023-03-12,1266.48,3225,19
2226,2023-03-06,2023-03-14,1690.76,3226,1
2227,2023-03-06,2023-03-12,1416.49,3227,7
2228,2023-03-06,2023-03-08,1265.72,3228,22
2229,2023-03-06,2023-03-19,1376.96,3229,50
2230,2023-03-06,2023-03-13,1125.74,3230,34
2231,2023-03-06,2023-03-08,527.28,3231,10
2232,2023-03-06,2023-03-08,1725.23,3232,47
2233,2023-03-06,2023-03-08,1051.29,3233,42
2234,2023-03-06,2023-03-17,527.03,3234,26
2235,2023-03-06,2023-03-07,436.01,3235,32
2236,2023-03-06,2023-03-17,541.1,3236,42
2237,2023-03-06,2023-03-07,383.65,3237,27
2238,2023-03-06,2023-03-13,1334.44,3238,12
2239,2023-03-07,2023-03-20,912.44,3239,40
2240,2023-03-07,2023-03-19,1388.0,3240,23
2241,2023-03-07,2023-03-12,1584.74,3241,14
2242,2023-03-07,2023-03-18,1455.39,3242,34
2243,2023-03-07,2023-03-10,1317.01,3243,17
2244,2023-03-07,2023-03-08,1143.76,3244,6
2245,2023-03-07,2023-03-18,904.82,3245,27
2246,2023-03-07,2023-03-17,938.18,3246,8
2247,2023-03-07,2023-03-13,1292.18,3247,33
2248,2023-03-07,2023-03-18,519.34,3248,35
2249,2023-03-07,2023-03-08,973.06,3249,47
2250,2023-03-07,2023-03-16,628.58,3250,17
2251,2023-03-07,2023-03-09,1586.49,3251,26
2252,2023-03-07,2023-03-08,1358.53,3252,7
2253,2023-03-07,2023-03-19,2068.73,3253,46
2254,2023-03-07,2023-03-14,621.15,3254,24
2255,2023-03-07,2023-03-13,674.76,3255,25
2256,2023-03-07,2023-03-13,1028.75,3256,35
2257,2023-03-07,2023-03-12,637.27,3257,26
2258,2023-03-07,2023-03-18,1268.81,3258,50
2259,2023-03-07,2023-03-11,974.52,3259,5
2260,2023-03-07,2023-03-18,755.73,3260,47
2261,2023-03-08,2023-03-12,1543.8,3261,38
2262,2023-03-08,2023-03-11,75.21,3262,35
2263,2023-03-08,2023-03-18,1271.06,3263,30
2264,2023-03-08,2023-03-16,724.43,3264,50
2265,2023-03-08,2023-03-15,1408.38,3265,25
2266,2023-03-08,2023-03-17,1528.13,3266,24
2267,2023-03-08,2023-03-09,10.0,3267,30
2268,2023-03-08,2023-03-15,894.19,3268,20
2269,2023-03-08,2023-03-18,1029.1,3269,3
2270,2023-03-08,2023-03-12,10.0,3270,32
2271,2023-03-08,2023-03-15,1113.88,3271,8
2272,2023-03-08,2023-03-21,735.97,3272,50
2273,2023-03-08,2023-03-20,397.14,3273,47
2274,2023-03-08,2023-03-09,674.76,3274,23
2275,2023-03-08,2023-03-13,588.34,3275,46
2276,2023-03-08,2023-03-11,714.57,3276,16
2277,2023-03-08,2023-03-13,1092.56,3277,35
2278,2023-03-08,2023-03-12,1490.62,3278,25
2279,2023-03-08,2023-03-10,961.08,3279,15
2280,2023-03-08,2023-03-19,1551.38,3280,8
2281,2023-03-08,2023-03-12,477.02,3281,34
2282,2023-03-08,2023-03-11,1076.44,3282,25
2283,2023-03-08,2023-03-21,2053.31,3283,49
2284,2023-03-08,2023-03-09,204.72,3284,44
2285,2023-03-08,2023-03-20,185.62,3285,19
2286,2023-03-08,2023-03-18,1639.99,3286,43
2287,2023-03-08,2023-03-16,1110.26,3287,50
2288,2023-03-08,2023-03-13,699.25,3288,13
2289,2023-03-08,2023-03-12,435.16,3289,46
2290,2023-03-08,2023-03-18,982.01,3290,12
2291,2023-03-09,2023-03-21,1066.79,3291,15
2292,2023-03-09,2023-03-14,1069.26,3292,23
