Transaction ID,Date,Timestamp,Amount,Product ID,Customer ID,Vendor,Description,Location
d1fd07da-07b5-4f89-be6d-8be48fb91db8,2024-01-12,2024-01-12 08:42:10,386.83,Spider Suit,501de827-f8f2-4123-89f0-07fabbb1b775,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
3db11d61-b720-4aba-8c5d-5cd8265244e8,2024-02-05,2024-02-05 07:26:50,97.09,Iron Man Suit,7e6f8581-8a69-43de-be10-b8849271c546,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
43305aa1-725b-40ca-ae00-1a756efa9a18,2024-03-07,2024-03-07 02:10:37,368.23,Asgardian Ale,f421e7e0-5c56-4c5c-89d2-30412c05fec3,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
d918cda4-d95e-4ab2-8ba7-4934aceb5b5a,2024-01-02,2024-01-02 10:27:35,335.12,Calm Tea,462e8578-a052-46d2-9774-a8f0bc7300c9,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
0f2f6ba7-0166-472f-a41c-d0b73aa086f4,2024-03-13,2024-03-13 15:50:25,249.69,Asgardian Ale,ae1c4447-c430-47a8-a212-335fdbb85991,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
ff29867d-22c0-4031-99aa-87bcf26093e5,2024-01-15,2024-01-15 22:30:21,340.97,Gamma Radiation Detector,e5007181-5481-4307-993c-47c3f953249a,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
0aa4e727-04f5-4749-aa3e-e0dd9054a516,2024-03-21,2024-03-21 07:43:35,480.56,Stretchable Clothes,29a20bc4-ef59-4502-88a6-966ccb6053bd,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
141ba7b1-27a9-4779-9450-826ff23d934c,2024-01-07,2024-01-07 03:11:35,352.03,Asgardian Armor,2fca7a04-8c39-4eab-a6ad-ef3c23b982e5,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
5e86f6aa-04cb-4e62-a391-a567684e8ede,2024-01-01,2024-01-01 05:10:13,153.9,Asgardian Ale,9041f147-c758-4bde-9822-d64549c85564,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
96939800-3cbc-4241-8417-60c1c3a577a2,2024-01-15,2024-01-15 23:21:52,128.89,Mjolnir Replica,c67518c9-5e19-42bd-828f-1175eb59d49f,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
16167a2f-57a4-4b99-9e0a-3abdc50613ab,2024-02-20,2024-02-20 15:26:22,451.9,Stretchable Clothes,af71f4ae-ad1c-4859-931e-0d80fc7eaebb,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
68d0b7bc-1091-4208-9d81-778a5ef70581,2024-02-22,2024-02-22 06:44:34,365.51,Stretchable Clothes,f4b119a0-f277-48b7-9c63-aa0f300ea022,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
267aeae2-ccc0-4e2d-8097-c094933d7d62,2024-01-12,2024-01-12 15:32:32,129.15,Stretchable Clothes,2f7cf76a-863d-48c9-960b-d6f7367a120c,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
d2a679ac-f061-4e72-a28a-c24d99ac7f9f,2024-01-25,2024-01-25 12:14:59,362.24,Spider Suit,1c8e8f7f-ec85-4655-88a8-135a816db439,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
8f40f920-952d-4a73-94f6-ca78519662cc,2024-02-19,2024-02-19 21:21:39,16.54,Calm Tea,9dd0630e-1897-4812-9ee3-efdba012368c,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
77cc7a7b-4162-4a27-9b90-c27f2a5debfa,2024-01-20,2024-01-20 17:00:50,213.83,Tactical Clothing,651bf718-2f57-4c54-b257-d90043240b2d,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
513527a3-18ef-418f-9c42-50886b28d7d6,2024-01-04,2024-01-04 12:28:15,482.87,Calm Tea,ca82007f-db0b-421f-826a-fb9c2653b39e,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
c5483917-7297-40a1-960e-409d2de85756,2024-01-09,2024-01-09 07:33:48,476.3,Calm Tea,5fb2e686-cbee-4f1d-9fc9-707214b64d4f,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
5a11091c-a997-4463-9e8d-4a6944a07ecb,2024-03-19,2024-03-19 18:45:33,17.6,Daily Bugle Subscription,f780e7d0-69fd-4b99-a600-98e5d1bfe226,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
95099cd0-285f-4f8a-b321-3ea434f956f1,2024-03-19,2024-03-19 14:54:38,198.06,Calm Tea,6d49fc3c-9837-43c9-be1c-054a75b10f2f,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
b4095a99-962c-4344-8bbc-e468a8acc1eb,2024-02-23,2024-02-23 07:57:18,238.52,Espionage Tools,5d96425e-0067-40b2-83ee-79d13e85bc2a,Red Room Inc,Purchase of Espionage Tools from Red Room Inc,"St. Petersburg, Russia"
68bf0da3-70eb-4aee-87e5-3dfc22f06297,2024-03-13,2024-03-13 05:51:27,367.86,Calm Tea,cf05359c-914e-4592-ab0e-9678f80a887d,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
0d5e0895-d751-4fe6-983f-c86afad2873a,2024-01-18,2024-01-18 23:07:26,404.06,Calm Tea,9ff67b31-4a15-4941-a369-bae7fef89ac9,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
00c99f27-6e4d-442f-b306-f416b09b8163,2024-02-04,2024-02-04 12:57:01,109.07,JARVIS AI,3ab2107c-9d02-444c-b5e5-f25ddefa3514,Stark Industries,Purchase of JARVIS AI from Stark Industries,"Malibu, California"
7c2951b4-f177-4181-9d4f-be486769d877,2024-01-22,2024-01-22 06:47:03,53.21,Gamma Radiation Detector,9993bdd7-7e63-404b-b190-3287d756df58,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
edeeefbd-673c-41e6-bb95-40e06cd88823,2024-03-02,2024-03-02 01:23:24,68.71,Espionage Tools,2d11b499-4f5a-41c7-8fa0-ab3567b113de,Red Room Inc,Purchase of Espionage Tools from Red Room Inc,"St. Petersburg, Russia"
52068f99-d493-427e-9cd3-c1302ad735da,2024-03-23,2024-03-23 03:22:36,222.91,Stretchable Clothes,7303ca03-9f76-4290-8104-908f1f32140f,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
63d45aa3-de2b-4082-9342-365328beae8e,2024-03-16,2024-03-16 23:21:04,478.05,Asgardian Armor,4167fa2f-2030-4b59-b7d3-589c3a51b13b,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
75273ef4-e79c-42f8-b42f-c92c048d1c2b,2024-02-03,2024-02-03 02:54:58,356.18,Spider Suit,7ad8ae0b-5048-485a-8544-b042c9e63583,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
c17fe224-820d-453f-991e-b142dd4f1ac3,2024-02-05,2024-02-05 00:39:18,461.57,Mjolnir Replica,d561d047-914d-477e-8ff0-f84c38137f83,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
232d7ed8-b219-4894-bdbd-d047075029fb,2024-03-19,2024-03-19 22:46:27,269.88,Spider Suit,03f9c3a3-5fb1-40dd-b4fe-f75045709961,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
6e7f2762-9f95-4cca-8972-e2d0dcdef043,2024-01-30,2024-01-30 18:42:14,447.64,Black Widow Gear,e90a2364-3a03-473e-bb9b-df46f5930c38,Red Room Inc,Purchase of Black Widow Gear from Red Room Inc,"St. Petersburg, Russia"
cbce125b-da1c-4162-b87e-3cae01b62820,2024-01-15,2024-01-15 02:48:33,36.61,Black Widow Gear,dc371dfb-2210-428b-a30f-00b19bef38fa,Red Room Inc,Purchase of Black Widow Gear from Red Room Inc,"St. Petersburg, Russia"
a2b24fd9-f275-412c-b8f6-90fa40e54cdb,2024-01-05,2024-01-05 07:09:36,18.35,Web Fluid,3315200d-8dc1-48ed-8d49-2f0c93c6023f,Parker Industries,Purchase of Web Fluid from Parker Industries,"Queens, New York"
fce10181-e6ba-4205-a016-8140c55752ec,2024-02-25,2024-02-25 16:44:46,264.15,Gamma Radiation Detector,a96e0d2f-d312-4857-9089-4dfc63e39d59,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
bd153a7f-f47f-4512-b3e0-3ccade7c2fb0,2024-02-15,2024-02-15 06:54:58,283.74,Asgardian Ale,dfc8ed58-e483-4394-9c76-43497afbb7c0,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
9cdd3eaa-7838-4d16-ac70-9e3dd2c49b21,2024-01-08,2024-01-08 20:37:43,154.72,Espionage Tools,07e124e3-2292-44c0-8cbc-b225b7c8dc61,Red Room Inc,Purchase of Espionage Tools from Red Room Inc,"St. Petersburg, Russia"
a84cd94a-656f-475e-9969-1df6be961834,2024-03-29,2024-03-29 15:03:47,188.46,Asgardian Armor,4f460897-5850-4c02-ac6a-88bad3f1e7df,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
f5052458-4a45-4825-a47b-34f7cc2c158b,2024-03-26,2024-03-26 14:44:21,54.84,Web Fluid,b5a19983-65ad-4edc-82a1-19ef7facf1e1,Parker Industries,Purchase of Web Fluid from Parker Industries,"Queens, New York"
cb830bae-3db9-437c-9939-269dff12d62a,2024-03-04,2024-03-04 19:46:45,157.63,Iron Man Suit,ee526cf5-ced1-4cd3-b641-cd98d78f94a7,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
2eccb98e-b157-4ce1-b3b9-426df25dcd20,2024-01-18,2024-01-18 12:34:46,386.41,Espionage Tools,74bc0560-f114-4c77-8330-c7ed7f2062d4,Red Room Inc,Purchase of Espionage Tools from Red Room Inc,"St. Petersburg, Russia"
d4e3fd71-e861-43fd-bca1-248409aaae6d,2024-02-09,2024-02-09 06:47:23,318.27,Stretchable Clothes,86d26605-33d6-4c61-a8f8-a67abdf76a13,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
6ce2ecf9-dd29-4d4d-b0b0-33504adf1f86,2024-03-23,2024-03-23 23:48:20,137.07,Iron Man Suit,29bfce74-4531-4f00-8f21-9ce31a8f1af0,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
4ead1428-3595-4257-810b-89c02692a859,2024-03-05,2024-03-05 23:45:28,248.94,Stretchable Clothes,358a4939-58db-460f-a9f1-23022160af29,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
cc9546b3-97cd-40ac-93b2-1689df84f6fb,2024-02-11,2024-02-11 16:08:26,405.84,Gamma Radiation Detector,2061f228-1ad0-4fee-8f5b-7dd928c04ddb,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
93247ace-409c-4af1-af42-7576ff7be255,2024-03-15,2024-03-15 20:31:17,100.08,Calm Tea,0fa300b3-2f8b-477b-8897-82b2495f3505,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
d5f43cd7-f1d2-4dfc-92a9-4618476e7b43,2024-02-15,2024-02-15 03:29:21,164.32,Arc Reactor,42b42bf8-69e5-4b7b-9b9c-26485f000fa2,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
8fa370da-9884-4640-b6a4-9911559708f5,2024-02-03,2024-02-03 08:37:32,126.79,Spider Suit,d9c18645-42ba-4db9-a027-9980864d89e7,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
f003abfe-8e01-49bf-b5f9-faf41b905635,2024-03-09,2024-03-09 10:31:14,173.23,Gamma Radiation Detector,07991818-0e7b-4cac-8f1d-04cc8eb0f052,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
9b7f3e1b-6c95-4ddd-ba85-eeec576b3230,2024-01-15,2024-01-15 23:39:31,52.96,Asgardian Armor,e3d86d14-514f-452f-8b71-9e2f7be14cbd,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
3a98eb14-cd1f-422d-965d-6317ab5e68c2,2024-02-13,2024-02-13 04:19:35,365.94,Tactical Clothing,f3187705-6bfe-4f9d-acdd-497d1e8be9c3,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
fc76b409-97b4-4392-9568-0254aae9052f,2024-03-05,2024-03-05 04:05:44,161.48,Mjolnir Replica,c4b02563-ded7-4da4-8006-5fd2df56a02c,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
b973d795-e34d-47ba-9805-ab338ba5971d,2024-03-05,2024-03-05 07:35:09,358.1,Spider Suit,0a53381b-2677-49f7-be90-db0bce796b42,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
d2eaa2c7-62ef-4b3f-a044-eeef025e816b,2024-02-06,2024-02-06 18:45:49,164.42,Arc Reactor,5f612d94-0737-4a76-8f8a-f92d5d73b293,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
97ac762e-842f-4dad-95bb-62a1cf77fa97,2024-02-02,2024-02-02 08:35:54,428.71,Spider Suit,d7fa528c-d55f-434c-ab5e-a9c3f9d9c6eb,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
8a00a690-6626-46ae-97a6-f416cecdd0cf,2024-03-04,2024-03-04 22:04:37,326.55,Arc Reactor,1c723c20-b699-4df2-a9b4-cbf6f1843d7e,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
316bef00-8dc7-4e48-9e29-3bd91ae3b638,2024-03-23,2024-03-23 07:43:49,281.1,Mjolnir Replica,8e106701-a478-456a-92a0-68f73613b453,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
e0985dd3-0a81-4be6-a4f1-b0a6670645a8,2024-01-08,2024-01-08 16:55:13,357.93,Gamma Radiation Detector,085d7943-eb63-47ef-9540-654de644d4f4,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
e15b02b9-3533-4bc5-9abd-752ea30047d0,2024-01-11,2024-01-11 06:27:30,30.24,Daily Bugle Subscription,a54b260f-b1d4-4b03-91f2-ad426965ff94,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
56a0da9e-350a-4abc-a95d-5d5a1da8f429,2024-02-15,2024-02-15 00:52:37,244.9,Iron Man Suit,b9c115c3-ef1b-4beb-9a63-ed52172c8302,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
45f8ba73-232e-4fab-8892-030ec1425631,2024-01-14,2024-01-14 15:45:08,33.56,Asgardian Ale,bc3dc746-a842-478e-ac95-d90f3c535a60,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
e9b66e4b-3723-442f-abd0-91e2f944b930,2024-03-02,2024-03-02 09:02:51,64.27,Arc Reactor,32f0491f-6f6b-4219-a27a-e7a6d92685d2,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
f5d6f879-02eb-4a14-b40a-ce11db830a1f,2024-03-27,2024-03-27 14:41:27,51.49,Calm Tea,b6f891e7-6b2d-4e71-87d0-964d85b535ed,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
827589ea-f60e-4033-b716-a073c98b16e9,2024-02-26,2024-02-26 08:55:16,54.34,JARVIS AI,9db0a770-c0d4-4663-8fe1-17131a0bcd0f,Stark Industries,Purchase of JARVIS AI from Stark Industries,"Malibu, California"
a2786875-e1ae-4007-99ce-72ab5ceacdc0,2024-03-28,2024-03-28 14:02:38,90.19,Spider Suit,405087bd-ff55-4ae5-953d-a58add28c2a1,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
944846ec-7fb0-42ec-bbc4-b9f88263da78,2024-01-26,2024-01-26 21:45:30,383.21,Calm Tea,90f089f3-0d18-46c2-90ee-e95136487b1e,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
43f26ed2-1bb1-4aa0-a939-2defe7cc0816,2024-03-19,2024-03-19 11:58:36,204.82,Asgardian Ale,c82dd858-19f8-4828-a40a-aab86ea4e398,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
54a428c3-53ec-4d88-9994-59c40995e98c,2024-03-21,2024-03-21 02:25:17,363.57,Mjolnir Replica,f7b2b3d7-4873-480b-9f1b-e6351d507232,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
dfec4091-3d93-4a51-990b-e786fe27a780,2024-02-20,2024-02-20 11:58:12,409.27,Asgardian Ale,920fdf72-c9f7-45c8-8d92-4c83c9b29ee7,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
7aed04c4-643d-47ba-98c2-a569109d5b97,2024-03-12,2024-03-12 10:06:02,230.64,Daily Bugle Subscription,39989ec0-531d-42b6-a80c-5c542630b965,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
0a22b2ce-234e-45fe-bcee-7eb021653fa6,2024-02-20,2024-02-20 03:11:10,215.05,Iron Man Suit,77b9611e-0ddf-4846-91fd-bb38b6e2d1e4,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
3c3163e1-8d40-4542-8c0f-53727a03ee5c,2024-03-19,2024-03-19 12:48:59,32.85,Spider Suit,37ac7d7d-3f5c-4c2d-9e74-ae046c9ff1ec,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
551a6cad-18e8-4d41-90cf-422e9f890d09,2024-02-18,2024-02-18 11:54:57,116.96,Web Fluid,1a1d81de-4b9c-4dfa-b751-07eb2cb7a2d2,Parker Industries,Purchase of Web Fluid from Parker Industries,"Queens, New York"
f116ffa5-33ad-46e2-b362-43ad72fd518f,2024-01-13,2024-01-13 04:47:19,458.33,Mjolnir Replica,c92c663c-4309-48ae-b9da-c846a63a98d1,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
73e46350-ce0d-4340-b0cc-068d7a9f3f59,2024-01-10,2024-01-10 15:55:35,183.56,Stretchable Clothes,36c83bb2-9a4a-43d9-a8e4-f627ab48e297,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
59cbdf86-676b-4e5d-91ea-90bdd5134665,2024-02-01,2024-02-01 07:09:15,71.32,Mjolnir Replica,2aca8ff8-63fd-4db4-831c-327f6e15039a,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
8aaafcb8-98b8-4c2d-b999-c75c21819e78,2024-02-23,2024-02-23 03:09:42,160.66,Asgardian Ale,3c0294d5-cc49-410f-9c23-b2207d7cb4ba,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
aea626c9-5863-476c-a76b-a1659bcb160a,2024-02-27,2024-02-27 06:11:12,487.22,Stretchable Clothes,01e50dde-46ca-4ca5-90da-4776dbf9c505,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
f81721d5-de90-479d-b231-468b4e3a4082,2024-03-05,2024-03-05 08:49:20,439.58,Calm Tea,653d8c90-3633-4b67-a336-66a1fadc0b74,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
509dbfdf-944e-43df-8a12-d0df3988ba0f,2024-03-01,2024-03-01 11:38:45,343.77,Web Fluid,08f2bc96-d0a7-46b0-9c3e-5d9b0640151e,Parker Industries,Purchase of Web Fluid from Parker Industries,"Queens, New York"
c078dac2-bb2b-46f3-ad6d-3a646d2b0123,2024-01-20,2024-01-20 00:02:16,252.74,Asgardian Armor,a00305a5-cb69-4e67-927b-9b5a067988f6,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
bfc86ca4-059d-4e99-8a7b-0dc68c63ea50,2024-02-12,2024-02-12 16:36:22,91.13,Iron Man Suit,f4931c8c-6831-4ac8-8daa-03440c5a0777,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
54e4960c-73fa-4ecd-8cfe-c3f69f8ae5f5,2024-02-21,2024-02-21 11:22:28,491.43,Iron Man Suit,8e4924b8-e680-4d85-86b9-1213a4cbda99,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
46009b52-6bb6-49cd-9b2d-8cd061c96b44,2024-02-24,2024-02-24 15:25:26,275.55,Tactical Clothing,ccd6126b-0b2d-47b2-bc88-1f9fcb8e6793,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
595aef24-0ffe-4ecd-8b61-29ff56ca50c9,2024-01-31,2024-01-31 19:49:37,306.06,Stretchable Clothes,c3d0db4b-ac9c-44e2-8deb-0960a7548bad,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
b0a09584-9ed8-4fa8-9e55-f521a9fc795d,2024-02-02,2024-02-02 02:59:06,495.94,Web Fluid,e07d5b15-0390-406a-9f11-6459befa60af,Parker Industries,Purchase of Web Fluid from Parker Industries,"Queens, New York"
1926da1b-a161-4600-8698-3739a1550300,2024-03-11,2024-03-11 02:12:59,370.15,Asgardian Ale,8a68c17b-c11e-45c3-92a5-5f24d592d2ca,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
94b9c440-9791-4d6b-b656-389d08cf9fa6,2024-02-16,2024-02-16 18:45:36,404.03,JARVIS AI,19c87c07-4795-4f79-93f5-481769707573,Stark Industries,Purchase of JARVIS AI from Stark Industries,"Malibu, California"
dce4708a-1f20-4b2e-ae40-d5cc1bb9967b,2024-02-24,2024-02-24 13:32:05,425.67,Arc Reactor,3b3a0aed-3d36-4779-8dfd-001027ce5dba,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
e9f1c34d-9ad0-4d70-ab0b-5d4a7baaa17c,2024-01-06,2024-01-06 08:04:11,163.96,Mjolnir Replica,0d148001-3440-4f39-a66f-6fa04289e5b6,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
d9d7b48a-7cef-436f-87ab-36ae85a53a49,2024-01-19,2024-01-19 19:34:21,384.13,Daily Bugle Subscription,214c4d29-3a7f-4889-9f29-a50e133d9e6f,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
a8ca0941-ef28-4051-b0ea-0c7c64d13773,2024-03-12,2024-03-12 01:35:51,92.78,Arc Reactor,3a70f605-3f0a-42d2-90fc-df7c754efc5d,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
1e51f22a-ff89-4bcf-83e3-187bdfaec0ab,2024-03-04,2024-03-04 01:16:21,476.0,Spider Suit,ac2f5716-df53-4ccb-af1a-d17127ca4492,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
9bcaa8e0-419e-440a-ab9c-fa617da9c122,2024-02-05,2024-02-05 17:52:23,448.51,Tactical Clothing,09748216-8ca5-4731-b124-3f80cfedf631,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
aa07c6e1-b284-4450-bec2-64ee8d6ba9fc,2024-03-10,2024-03-10 21:04:27,24.62,Asgardian Armor,7e43c0b7-b356-4e54-a7b9-528c63f72b5f,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
238b0af3-cf0d-49bb-92a7-d8b4bdd8c3c3,2024-01-01,2024-01-01 17:07:58,443.54,Asgardian Ale,62e5d7a7-4e85-4e7e-a077-fb540c588f77,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
74c78b15-aa8c-4f54-bad4-f768953f2ad9,2024-01-15,2024-01-15 21:36:08,388.85,Iron Man Suit,6bbd4a43-cd8d-4058-be04-6bc798ad2354,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
de8204b8-a3d5-4b4d-85c2-2c025503ca91,2024-03-02,2024-03-02 18:16:52,69.01,JARVIS AI,106cb112-d7a7-40e8-bb38-d6d08870582a,Stark Industries,Purchase of JARVIS AI from Stark Industries,"Malibu, California"
80678ee3-88e0-4d93-9c5a-7bc04c831ff4,2024-03-26,2024-03-26 17:36:17,150.95,Spider Suit,d34f0013-ecba-487c-970a-d5333cc312ae,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
3d6c4c31-4dc0-400f-b917-a31ef683c8ec,2024-02-20,2024-02-20 20:12:40,209.61,Stretchable Clothes,45ba13ab-6f31-4406-82e0-3b43dcd9c893,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
52801130-616e-48e5-89ba-d80d4ac0555b,2024-02-20,2024-02-20 03:16:04,435.7,Spider Suit,d7413bcd-fbdd-4d33-91e9-5be3be46a5d2,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
187062f9-d7d9-4d2c-b52a-bdc0d492a3f9,2024-02-02,2024-02-02 05:48:24,203.66,Calm Tea,1a00cb00-31f1-44f4-8c9d-c9a84da3ea8f,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
88af77d3-f15f-42ff-a89a-0ced3e14a4b1,2024-03-27,2024-03-27 21:14:06,379.08,Spider Suit,6b19fe49-367c-4666-90d2-5fde29f1ca3a,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
d91219b5-ddf6-4a9e-b6fe-aca0cb2d5097,2024-03-22,2024-03-22 15:01:49,455.06,Arc Reactor,f032172d-85d3-4767-864a-9b5d3eaa2f0a,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
10f0cb05-dcf8-4eb1-a478-33785d531aa7,2024-02-09,2024-02-09 03:26:49,217.14,Stretchable Clothes,70a3eddd-79fb-4bcd-b382-650595d570e1,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
2aa8ac45-fc22-453f-98c4-07a8adfd429f,2024-02-16,2024-02-16 08:14:37,99.23,Mjolnir Replica,862ac9bc-cee2-4663-9ed9-0f61a38587a3,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
02352cfc-43d3-41cd-8443-6c48cfbb5634,2024-03-30,2024-03-30 19:56:57,100.52,Asgardian Ale,065a13d4-32e9-433d-a49e-0f3a63e766b7,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
0f784eb0-c966-427b-a9af-9e179a979f42,2024-03-22,2024-03-22 15:33:25,255.59,Daily Bugle Subscription,e524c559-5548-49e5-acf1-c5266a7b1454,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
613bbe30-b8b7-4a07-8de7-f7696d4d2b1a,2024-03-05,2024-03-05 05:05:28,245.05,Black Widow Gear,79347cd6-eca9-4518-8458-7bbe0a669218,Red Room Inc,Purchase of Black Widow Gear from Red Room Inc,"St. Petersburg, Russia"
9727212f-9293-4a3f-b3c0-9c1aa943ccd2,2024-02-12,2024-02-12 03:20:47,484.46,Gamma Radiation Detector,09122343-1611-4688-a843-acb103a17a29,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
